SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
CC1=C(C(CCC1)(C)C)C(=O)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(CC(CC2(C)C)O)C)/C)/C.CC1=C(C(CC(C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(=O)/C=C(\C)/CCC=C(C)C)/C)/C.CC1=C(C(CC(C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(=O)C2C(=CCCC2(C)C)C)/C)/C.CC1=C(C(CC(C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(=O)C2(CC(CC2(C)C)O)C)/C)/C.CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,,2632.994,47.055,12,7,227.99,8,0,5,0,7,0,7,38,38,0,,,,11980947,C181H251NO12,"(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide;(6E,9E,11E,13E,15E,17E,19E,21E,23E,25E)-26-(4-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-2,6,11,15,20,24-hexamethylhexacosa-2,6,9,11,13,15,17,19,21,23,25-undecaen-8-one;(2E,4E,6E,8E,10E,12E,14E,16E,18E)-19-(4-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-1-(4-hydroxy-1,2,2-trimethylcyclopentyl)-4,8,13,17-tetramethylnonadeca-2,4,6,8,10,12,14,16,18-nonaen-1-one;(2E,4E,6E,8E,10E,12E,14E,16E,18E)-19-(4-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-4,8,13,17-tetramethyl-1-(2,6,6-trimethylcyclohexen-1-yl)nonadeca-2,4,6,8,10,12,14,16,18-nonaen-1-one;(2E,4E,6E,8E,10E,12E,14E,16E,18E)-19-(4-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-4,8,13,17-tetramethyl-1-(2,6,6-trimethylcyclohex-2-en-1-yl)nonadeca-2,4,6,8,10,12,14,16,18-nonaen-1-one",FALSE,FALSE,TRUE
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,,300.442,5.6026,1,1,37.3,1,0,1,0,0,0,0,0,0,0,,,,5538,C20H28O2,"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",FALSE,FALSE,TRUE
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,C22H32O2,328.496,6.0811,2,0,26.3,1,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)O)C(=O)OCC3=CC=C(C=C3)OC,C20H20N2O5,368.389,2.7721,5,3,96.89,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C)C=CC(/C=C/C(O/C=C\C2=CC=C(O)C(O)=C2)=O)=C1,,310.349,3.94194,4,2,66.76,2,0,1,0,0,0,0,2,2,0,Cc1ccc(/C=C/C(=O)O/C=C\c2ccc(O)c(O)c2)cc1C,,C19H18O4,,,,FALSE,TRUE,FALSE
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,,430.717,8.84026,2,1,29.46,2,0,1,0,3,0,3,0,0,0,,,,2116,C29H50O2,"2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",FALSE,FALSE,TRUE
CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,,430.717,8.84026,2,1,29.46,2,0,1,0,3,3,0,0,0,0,,,,14985,C29H50O2,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol",TRUE,FALSE,TRUE
CC1=C(C2=C(O1)C=CC(=C2)OC(=O)COC3=C(C(=C(C(=C3F)F)F)F)F)C(=O)OC(C)C,C21H15F5O6,458.335,4.98632,6,0,74.97,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C2=CC=CC=C2N1)C(=O)C(=O)N3CCN(CC3)C,C16H19N3O2,285.347,1.43302,3,1,56.41,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)C(=O)N)N,C8H10N2O,150.181,0.67612,2,2,69.11,1,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3)C,C19H22N2O,294.398,3.26584,2,0,23.55,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O)S(=O)(=O)NC3=CC=C(C=C3)OC,C22H20N2O6S,440.477,3.75492,5,3,121.8,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)C(=O)O)NS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)C,C16H14N2O6S,362.363,1.93892,6,2,118.61,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)C(=O)OC)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3,C26H26N2O3,414.505,4.59222,4,1,58.64,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)N)S(=O)(=O)O,C7H9NO3S,187.22,0.82392,3,2,80.39,1,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(C=C2)C3=C(N=C(S3)C)C)Cl,C18H17ClN4OS2,404.948,4.90956,6,1,67.77,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4)Cl.Cl,C18H24Cl2N6O2,427.336,2.67202,8,1,75.64,4,0,2,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C(C=C1)O)C,,122.167,2.00904,1,1,20.23,1,0,1,0,0,0,0,0,0,0,,,,7249,C8H10O,"3,4-dimethylphenol",FALSE,FALSE,TRUE
CC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl)S(=O)(=O)N,C13H12ClNO4S2,345.829,2.12862,4,1,94.3,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=C2C(=O)C3=C(C=CC(=C3)Cl)OC2=N1)C(=O)O,C14H8ClNO4,289.674,3.00122,4,1,80.4,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC(=C1)C(=O)NC2=NOC=C2)[N+](=O)[O-],C11H9N3O4,247.21,2.14352,5,1,98.27,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC(=C1)Cl)NC(=S)NCC(C2=CC=CC=C2)O,C16H17ClN2OS,320.845,3.66842,2,3,44.29,2,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC(=C1)F)S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCC3=CC=CC=C3OC,C23H28FN3O6S,493.557,1.35492,6,2,114.04,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC(=C1)F)S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCC3=CC=CO3,C20H24FN3O6S,453.492,0.93932,6,2,117.95,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC(=C1)OC)NC(=O)C2=CC=CC(=C2)CN3C=C(C(=N3)[N+](=O)[O-])Br,C19H17BrN4O4,445.273,4.17142,6,1,99.29,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,,612.632,3.62712,11,5,200.01,4,0,1,0,4,4,0,0,0,0,,,,54675769,C31H36N2O11,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",FALSE,FALSE,TRUE
CC1=C(C=CC=C1Cl)NC(=O)CN(C2CCCCC2)S(=O)(=O)C,C16H23ClN2O3S,358.891,3.18122,3,1,66.48,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CO1)C(=O)NC2=NN=C(S2)C3=CC=CS3,C12H9N3O2S2,291.357,3.42032,6,1,68.02,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CO1)C2=NN=C(N2C3=CC=C(C=C3)OC)SCC(=O)NCC4=CC=CS4,C21H20N4O3S2,440.55,4.31432,8,1,82.18,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(C=CO1)SSSSC2=C(OC=C2)C,,290.456,5.58524,6,0,26.28,2,0,1,0,0,0,0,0,0,0,,,,24832089,C10H10O2S4,2-methyl-3-[(2-methylfuran-3-yl)tetrasulfanyl]furan,FALSE,FALSE,TRUE
CC1=C(C=NC=C1)C,,107.156,1.69844,1,0,12.89,1,0,1,0,0,0,0,0,0,0,,,,11417,C7H9N,"3,4-dimethylpyridine",FALSE,FALSE,TRUE
CC1=C(C[C@H]2[C@@H](CC(C)=O)OC(C2=C)=O)C(CC1)=O,,262.305,2.1328,4,0,60.44,2,0,1,0,2,2,0,0,0,0,C=C1C(=O)O[C@H](CC(C)=O)[C@@H]1CC1=C(C)CCC1=O,"(4R,5R)-3-methylidene-4-[(2-methyl-5-oxocyclopenten-1-yl)methyl]-5-(2-oxopropyl)oxolan-2-one",C15H18O4,,,,FALSE,TRUE,FALSE
CC1=C(N(C(=C1S(=O)(=O)C2=CC=CC=C2)N)CCOC)C,C15H20N2O3S,308.403,2.16634,5,1,74.32,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(N=C(C(=N1)C)C)C,,136.198,1.71028,2,0,25.78,1,0,1,0,0,0,0,0,0,0,,,,14296,C8H12N2,"2,3,5,6-tetramethylpyrazine",FALSE,FALSE,TRUE
CC1=C(N=C(S1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4)C5=CC=C(C=C5)OC,C24H23N3O5S,465.531,3.88992,7,1,89.99,5,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,,584.673,4.53124,4,6,164.38,4,0,1,0,0,0,0,2,2,0,,,,5280352,C33H36N4O6,3-[2-[[3-(2-carboxyethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid,TRUE,FALSE,TRUE
CC1=C(NC(=O)N=C1)SCC2=CC=CC=C2F,C12H11FN2OS,250.298,2.50972,3,1,45.75,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(OC(=N1)C2=CC=C(C=C2)Cl)C(=O)NC,C12H11ClN2O2,250.685,2.66302,3,1,55.13,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)NCC3=CC=C(C=C3)OC)C(=O)O,C18H17NO6S,375.402,2.92652,5,2,105.84,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(OC2=C1C=CC=C2F)C(=O)N3CCCC3CO,C15H16FNO3,277.295,2.47722,3,1,53.68,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(OC=C1)C,,96.129,1.89644,1,0,13.14,1,0,1,0,0,0,0,0,0,0,,,,34337,C6H8O,"2,3-dimethylfuran",FALSE,FALSE,TRUE
CC1=C(SC(=C1C(=O)N)NC(=O)C2=CC3=C(C=C2)N=CS3)C,C15H13N3O2S2,331.422,3.32584,5,2,85.08,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)NCC=C,C14H14N2OS,258.346,3.03432,3,1,41.99,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC(=N1)C2=CC=CC=C2)C3=CC=NN3,C13H11N3S,241.319,3.50862,3,1,41.57,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC(=N1)NC(=O)C(C)(C)C)C2=C(SC(=N2)NCC=C)N3C=C(N=N3)C4=CC=CC=C4,C23H25N7OS2,479.635,5.40522,9,2,97.62,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC2=C1C(=O)N(C(=N2)C)N=CC3=CC=C(C=C3)OC)C,C17H17N3O2S,327.409,3.27406,6,0,56.48,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC2=C1C(=O)N(C(=N2)SCC3=CC(=CC=C3)F)N)C(=O)OC,C16H14FN3O3S2,379.438,2.69822,8,1,87.21,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC=C1C(=O)NN=CC2=CC=CC=C2OC)C,C15H16N2O2S,288.372,3.13744,4,1,50.69,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],,337.276,-1.96646,5,2,75.91,2,0,3,0,0,0,0,0,0,0,,,,6202,C12H18Cl2N4OS,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;chloride;hydrochloride",FALSE,FALSE,TRUE
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[N+](=O)([O-])[O-],,327.366,0.36864,8,2,142.11,2,0,2,0,0,0,0,0,0,0,,,,10762,C12H17N5O4S,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;nitrate",FALSE,FALSE,TRUE
CC1=C([C@H](C)[C@@H](C)OC=O)C(=O)C2=C(C1=O)[C@@H]1O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c31)O2,C24H26O7,426.465,3.57632,7,1,99.13,4,0,1,0,5,5,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C/C(=C(\C2=CC(=C(C=C2)N)S(=O)(=O)O)/C3=CC(=C(C=C3)N)S(=O)(=O)[O-])/C=C(C1=N)S(=O)(=O)[O-].[Na+].[Na+],,585.549,-4.77953,11,4,244.66,3,0,3,0,0,0,0,1,1,0,,,,16219374,C20H17N3Na2O9S3,"disodium;(3E)-3-[(4-amino-3-sulfonatophenyl)-(4-amino-3-sulfophenyl)methylidene]-6-imino-5-methylcyclohexa-1,4-diene-1-sulfonate",FALSE,FALSE,TRUE
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,,492.389,-1.19408,12,9,242.51,4,0,1,0,5,0,5,0,0,0,,,,14950,C22H20O13,"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",FALSE,FALSE,TRUE
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,,492.389,-1.19408,12,9,242.51,4,0,1,0,5,5,0,0,0,0,,,,14749,C22H20O13,"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",FALSE,FALSE,TRUE
CC1=C2C(=CC(=N1)C(=O)O)C3=CC=CC=C3N2,,226.235,2.72272,2,2,65.98,3,0,1,0,0,0,0,0,0,0,Cc1nc(C(=O)O)cc2c1[nH]c1ccccc12,"1-methyl-9H-pyrido[3,4-b]indole-3-carboxylic acid",C13H10N2O2,,,,FALSE,TRUE,FALSE
CC1=C2C(=CC=C1)C3=NC4=CC=CC=C4N=C3N2CCCN5C(=O)C6=CC=CC=C6C5=O,C26H20N4O2,420.472,4.73242,5,0,68.09,6,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C2C=C(C(=O)NC2=C(C=C1)C)CCNC(=O)CCC3=CC=CC=C3,C22H24N2O2,348.446,3.43644,2,2,61.96,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C,,198.309,4.53164,0,0,0,2,0,1,0,0,0,0,0,0,0,,,,3515,C15H18,"1,4-dimethyl-7-propan-2-ylazulene",FALSE,FALSE,TRUE
CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C,,660.768,4.97808,4,8,212.36,5,0,1,0,0,0,0,0,0,0,,,,321,C36H44N4O8,"3-[8,12,17-tris(2-carboxyethyl)-3,7,13,18-tetramethyl-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoic acid",FALSE,FALSE,TRUE
CC1=C2CC3C(=C)CCCC3(CC2OC1=O)C,,232.323,3.3847,2,0,26.3,3,0,1,0,3,0,3,0,0,0,C=C1CCCC2(C)CC3OC(=O)C(C)=C3CC12,"3,8a-dimethyl-5-methylidene-4a,6,7,8,9,9a-hexahydro-4H-benzo[f][1]benzofuran-2-one",C15H20O2,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C=C2NC1=O)C,,229.323,3.0829,1,1,29.1,3,0,1,0,2,2,0,0,0,0,C=C1CCC[C@]2(C)C=C3NC(=O)C(C)=C3C[C@@H]12,"(4aS,8aS)-3,8a-dimethyl-5-methylidene-1,4,4a,6,7,8-hexahydrobenzo[f]indol-2-one",C15H19NO,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C=C2OC1=O)C,,230.307,3.5099,2,0,26.3,3,0,1,0,2,2,0,0,0,0,C=C1CCC[C@]2(C)C=C3OC(=O)C(C)=C3C[C@@H]12,"(4aS,8aS)-3,8a-dimethyl-5-methylidene-4a,6,7,8-tetrahydro-4H-benzo[f][1]benzofuran-2-one",C15H18O2,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C,,248.322,2.7047,3,1,46.53,3,0,1,0,3,3,0,0,0,0,C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,"(4aS,8aR,9aS)-9a-hydroxy-3,8a-dimethyl-5-methylidene-4,4a,6,7,8,9-hexahydrobenzo[f][1]benzofuran-2-one",C15H20O3,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3C(CCC[C@]3(C)C[C@H]2OC1=O)=C,,232.323,3.3847,2,0,26.3,3,0,1,0,3,3,0,0,0,0,C=C1CCC[C@]2(C)C[C@H]3OC(=O)C(C)=C3C[C@@H]12,"(4aS,8aR,9aR)-3,8a-dimethyl-5-methylidene-4a,6,7,8,9,9a-hexahydro-4H-benzo[f][1]benzofuran-2-one",C15H20O2,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3C(CCC[C@]3(C)[C@H](O)[C@]2(O)OC1=O)=C,,264.321,1.6755,4,2,66.76,3,0,1,0,4,4,0,0,0,0,C=C1CCC[C@@]2(C)[C@H]1CC1=C(C)C(=O)O[C@@]1(O)[C@H]2O,"(4aS,8aS,9S,9aR)-9,9a-dihydroxy-3,8a-dimethyl-5-methylidene-4,4a,6,7,8,9-hexahydrobenzo[f][1]benzofuran-2-one",C15H20O4,,,,FALSE,TRUE,FALSE
CC1=C2C[C@H]3CCCC[C@]3(C)C[C@]2(OC)OC1=C,,248.366,4.1798,2,0,18.46,3,0,1,0,3,3,0,0,0,0,C=C1O[C@@]2(OC)C[C@@]3(C)CCCC[C@@H]3CC2=C1C,,C16H24O2,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](CC1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@]5([C@H](C[C@H]([C@@]6([C@@H]5[C@H]4OC6)C)O)OC(=O)CC(C)C)C)CC(=O)OC)C,,556.696,4.8001,8,1,104.43,6,0,1,0,11,10,1,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)C(c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)CC(C)C)[C@@]1(C)[C@@H]23,"[(1R,2S,4R,9R,10R,11R,12S,14R,15R,18R)-6-(furan-3-yl)-14-hydroxy-10-(2-methoxy-2-oxoethyl)-7,9,11,15-tetramethyl-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadec-7-en-12-yl] 3-methylbutanoate",C32H44O8,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=CC(=O)OC3O)O[C@H]4[C@@]2([C@@H]([C@@]5([C@@H]([C@H]4O)[C@](C=CC5=O)(C)C(=O)OC)C)CC(=O)OC)C,,530.57,1.3926,10,2,145.66,5,0,1,0,10,9,1,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@H](O)[C@H]2[C@](C)(C(=O)OC)C=CC(=O)[C@]12C,"methyl (1S,2R,3R,4R,8R,9S,10R,13R,15R)-2-hydroxy-13-(2-hydroxy-5-oxo-2H-furan-3-yl)-9-(2-methoxy-2-oxoethyl)-4,8,10,12-tetramethyl-7-oxo-16-oxatetracyclo[8.6.0.03,8.011,15]hexadeca-5,11-diene-4-carboxylate",C28H34O10,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=CC(=O)OC3O)O[C@H]4[C@@]2([C@@H]([C@@]5([C@@H]([C@H]4OC(=O)C)[C@](C=CC5=O)(C)C(=O)OC)C)CC(=O)OC)C,,572.607,1.9634,11,1,151.73,5,0,1,0,10,9,1,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@H]2[C@](C)(C(=O)OC)C=CC(=O)[C@]12C,"methyl (1S,2R,3R,4R,8R,9S,10R,13R,15R)-2-acetyloxy-13-(2-hydroxy-5-oxo-2H-furan-3-yl)-9-(2-methoxy-2-oxoethyl)-4,8,10,12-tetramethyl-7-oxo-16-oxatetracyclo[8.6.0.03,8.011,15]hexadeca-5,11-diene-4-carboxylate",C30H36O11,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5([C@@H]([C@H]4O)[C@](C=CC5=O)(C)C(=O)OC)C)CC(=O)OC)C,,498.572,3.3516,8,1,112.27,5,0,1,0,9,9,0,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](O)[C@H]2[C@](C)(C(=O)OC)C=CC(=O)[C@]12C,"methyl (1S,2R,3R,4R,8R,9S,10R,13R,15R)-13-(furan-3-yl)-2-hydroxy-9-(2-methoxy-2-oxoethyl)-4,8,10,12-tetramethyl-7-oxo-16-oxatetracyclo[8.6.0.03,8.011,15]hexadeca-5,11-diene-4-carboxylate",C28H34O8,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5([C@@H]([C@H]4OC(=O)C)[C@](C=CC5=O)(C)C(=O)OC)C)CC(=O)OC)C,,540.609,3.9224,9,0,118.34,5,0,1,0,9,9,0,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@H]2[C@](C)(C(=O)OC)C=CC(=O)[C@]12C,"methyl (1S,2R,3R,4R,8R,9S,10R,13R,15R)-2-acetyloxy-13-(furan-3-yl)-9-(2-methoxy-2-oxoethyl)-4,8,10,12-tetramethyl-7-oxo-16-oxatetracyclo[8.6.0.03,8.011,15]hexadeca-5,11-diene-4-carboxylate",C30H36O9,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5([C@H]6[C@H]4OC[C@@]6(C=CC5=O)C)C)CC(=O)OC)C,,452.547,4.2165,6,0,74.97,6,0,1,0,9,9,0,0,0,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,"methyl 2-[(1R,2S,4R,6R,9R,10S,11R,15R,18S)-6-(furan-3-yl)-7,9,11,15-tetramethyl-12-oxo-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadeca-7,13-dien-10-yl]acetate",C27H32O6,,,,FALSE,TRUE,FALSE
CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@]5([C@H](C[C@H]([C@@]6([C@@H]5[C@H]4OC6)C)O)OC(=O)/C=C/C7=CC=CC=C7)C)CC(=O)OC)C,,602.724,5.4674,8,1,104.43,7,0,1,0,11,11,0,1,1,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23,"[(1R,2S,4R,6R,9R,10R,11R,12S,14R,15R,18R)-6-(furan-3-yl)-14-hydroxy-10-(2-methoxy-2-oxoethyl)-7,9,11,15-tetramethyl-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadec-7-en-12-yl] (E)-3-phenylprop-2-enoate",C36H42O8,,,,FALSE,TRUE,FALSE
